name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Tata Tiago,2006,40000,193711,Diesel,Individual,Manual,First Owner,19.3 kmpl,1734 CC,82.4 bhp,121Nm@ 1500rpm,7.0
Renault Kwid,2013,78666,119009,Petrol,Individual,Manual,First Owner,21.32 kmpl,1561 CC,94.2 bhp,109Nm@ 2500rpm,4.0
Tata Tiago,2017,148858,57092,Diesel,Individual,Manual,First Owner,20.45 kmpl,1506 CC,,160Nm@ 1500rpm,6.0
Volkswagen Tiguan,2017,192007,95192,Diesel,Individual,Manual,First Owner,23.21 kmpl,1477 CC,103.4 bhp,168Nm@ 1500rpm,5.0
Renault Kwid,2014,73816,127601,Diesel,Individual,Manual,Third Owner,23.65 kmpl,1222 CC,79.1 bhp,136Nm@ 1750rpm,5.0
Maruti Dzire,2011,69532,171195,Petrol,Individual,Automatic,First Owner,22.52 kmpl,1332 CC,86.5 bhp,111Nm@ 2500rpm,5.0
Maruti Swift,2014,84481,86633,Diesel,Individual,Manual,Second Owner,21.16 kmpl,1722 CC,90.4 bhp,136Nm@ 1750rpm,5.0
Maruti Dzire,2011,65460,165423,Petrol,Individual,Manual,Second Owner,15.6 kmpl,1906 CC,133.5 bhp,166Nm@ 1750rpm,5.0
Mahindra Scorpio,2016,154378,83401,Petrol,Individual,Manual,First Owner,20.53 kmpl,1555 CC,89.3 bhp,132Nm@ 1500rpm,7.0
BMW 3 Series,2010,191700,173030,Diesel,Trustmark Dealer,Manual,First Owner,17.56 kmpl,1748 CC,110.4 bhp,142Nm@ 2200rpm,7.0
Mercedes-Benz C-Class,2019,618152,49425,Petrol,Individual,Manual,Second Owner,12.84 kmpl,2356 CC,142.0 bhp,241Nm@ 2500rpm,8.0
Mahindra Thar,2010,72184,163340,Petrol,Individual,Manual,First Owner,16.16 kmpl,1874 CC,126.9 bhp,224Nm@ 3000rpm,4.0
BMW X1,2012,318087,113391,Petrol,Individual,Manual,First Owner,14.99 kmpl,2157 CC,131.9 bhp,222Nm@ 3000rpm,6.0
Audi A4,2011,230600,110766,Petrol,Individual,Manual,First Owner,15.81 kmpl,2259 CC,125.6 bhp,179Nm@ 4000rpm,7.0
Ford Figo,2013,73385,144190,Diesel,Individual,Manual,First Owner,22.66 kmpl,1441 CC,87.7 bhp,138Nm@ 2500rpm,7.0
Toyota Innova,2015,131292,95170,LPG,Individual,Manual,First Owner,21.86 kmpl,1077 CC,72.9 bhp,122Nm@ 1750rpm,5.0
Tata Nexon,2021,280120,39619,Diesel,Individual,Automatic,First Owner,16.92 kmpl,1715 CC,108.7 bhp,186Nm@ 1750rpm,5.0
Tata Safari,2015,76617,118160,Petrol,Individual,Manual,Fourth & Above Owner,18.21 kmpl,1725 CC,119.1 bhp,206Nm@ 2000rpm,5.0
Toyota Glanza,2017,204250,69898,Petrol,Individual,Manual,Second Owner,15.97 kmpl,1786 CC,102.2 bhp,145Nm@ 1500rpm,5.0
Hyundai Creta,2013,68834,144232,CNG,Individual,Manual,Fourth & Above Owner,19.82 kmpl,1684 CC,103.9 bhp,150Nm@ 4000rpm,7.0
Honda WR-V,2014,185252,122885,Diesel,Dealer,Automatic,First Owner,20.69 kmpl,1678 CC,107.1 bhp,181Nm@ 1500rpm,5.0
Maruti Ertiga,2010,45944,163513,Petrol,Individual,Manual,Second Owner,20.4 kmpl,1310 CC,77.0 bhp,123Nm@ 2500rpm,6.0
Maruti Vitara Brezza,2015,102512,95275,Diesel,Individual,Manual,First Owner,23.3 kmpl,1179 CC,76.9 bhp,,8.0
Honda Jazz,2015,117236,98461,Diesel,Individual,Manual,Second Owner,20.16 kmpl,1610 CC,121.5 bhp,216Nm@ 2000rpm,5.0
Honda City,2024,458265,100,Diesel,Individual,Manual,First Owner,18.56 kmpl,1675 CC,93.3 bhp,127Nm@ 2500rpm,6.0
Hyundai i10,2009,54748,187367,Petrol,Individual,Manual,First Owner,18.37 kmpl,1287 CC,85.3 bhp,140Nm@ 4000rpm,5.0
Tata Nexon,2017,150173,95848,Diesel,Dealer,Manual,First Owner,20.09 kmpl,1930 CC,117.9 bhp,,7.0
Renault Kwid,2023,387705,5348,Petrol,Individual,Automatic,First Owner,15.92 kmpl,1770 CC,123.1 bhp,150Nm@ 4000rpm,5.0
Hyundai Grand i10,2022,309315,25858,Petrol,Individual,Manual,Second Owner,17.65 kmpl,1890 CC,111.9 bhp,176Nm@ 3000rpm,6.0
Mahindra XUV500,2016,176717,108267,Diesel,Dealer,Automatic,First Owner,20.01 kmpl,1711 CC,121.1 bhp,147Nm@ 2200rpm,7.0
Honda Jazz,2011,103487,135651,Diesel,Individual,Automatic,First Owner,20.02 kmpl,1766 CC,111.8 bhp,154Nm@ 2200rpm,5.0
Ford Figo,2013,101900,106429,Petrol,Individual,Manual,First Owner,14.6 kmpl,1987 CC,122.0 bhp,194Nm@ 2200rpm,5.0
Renault Kwid,2017,95691,69365,Petrol,Individual,Manual,Third Owner,20.23 kmpl,1131 CC,70.2 bhp,114Nm@ 2000rpm,4.0
Maruti Alto,2012,101524,127767,Petrol,Individual,Manual,First Owner,18.68 kmpl,1642 CC,100.8 bhp,147Nm@ 4000rpm,6.0
Honda City,2013,123298,142062,Diesel,Individual,Manual,First Owner,22.11 kmpl,1879 CC,102.5 bhp,163Nm@ 2500rpm,7.0
Hyundai i10,2016,162595,100918,Diesel,Individual,Manual,First Owner,20.84 kmpl,1486 CC,76.7 bhp,102Nm@ 2500rpm,5.0
Audi A4,2017,439657,77458,Petrol,Individual,Manual,Second Owner,14.92 kmpl,1947 CC,105.7 bhp,173Nm@ 2000rpm,7.0
Volkswagen Polo,2019,239050,48231,Diesel,Individual,Manual,First Owner,21.71 kmpl,1545 CC,,,8.0
Hyundai Venue,2016,206142,78461,Diesel,Individual,Automatic,First Owner,22.02 kmpl,1721 CC,103.7 bhp,153Nm@ 4000rpm,7.0
Mahindra Scorpio,2008,45455,161211,Diesel,Individual,Manual,First Owner,18.76 kmpl,1606 CC,94.2 bhp,160Nm@ 3000rpm,7.0
Honda City,2016,206076,102202,Petrol,Individual,Automatic,First Owner,20.33 kmpl,1450 CC,92.8 bhp,143Nm@ 2500rpm,4.0
Toyota Fortuner,2012,101704,128483,Diesel,Individual,Manual,First Owner,19.49 kmpl,1534 CC,81.6 bhp,140Nm@ 4000rpm,8.0
Hyundai Grand i10,2013,124079,141374,Diesel,Individual,Automatic,Second Owner,19.29 kmpl,1420 CC,83.6 bhp,131Nm@ 1500rpm,4.0
Toyota Corolla,2007,87603,129840,Diesel,Individual,Manual,First Owner,20.32 kmpl,1820 CC,123.4 bhp,221Nm@ 1500rpm,5.0
Tata Altroz,2011,69300,135964,Diesel,Individual,Manual,Third Owner,20.65 kmpl,1793 CC,116.9 bhp,158Nm@ 2000rpm,6.0
Honda Amaze,2012,98096,156423,Diesel,Individual,Manual,Second Owner,22.81 kmpl,1302 CC,81.7 bhp,120Nm@ 4000rpm,7.0
Hyundai i20,2021,258441,93950,Diesel,Individual,Manual,Second Owner,24.01 kmpl,1370 CC,98.7 bhp,147Nm@ 1500rpm,5.0
Ford Endeavour,2021,291409,17826,Diesel,Dealer,Manual,First Owner,21.91 kmpl,1674 CC,86.2 bhp,144Nm@ 2500rpm,6.0
Ford Figo,2013,120964,111681,Petrol,Individual,Manual,First Owner,18.36 kmpl,1705 CC,111.6 bhp,154Nm@ 2000rpm,5.0
Mahindra Thar,2016,154594,86992,Diesel,Individual,Manual,First Owner,23.39 kmpl,1313 CC,84.3 bhp,116Nm@ 2200rpm,6.0
Renault Triber,2019,145032,72961,Petrol,Individual,Manual,Third Owner,17.52 kmpl,1615 CC,99.8 bhp,158Nm@ 2000rpm,5.0
BMW 3 Series,2011,260971,159873,Petrol,Individual,Manual,Second Owner,15.42 kmpl,2171 CC,148.6 bhp,227Nm@ 1750rpm,5.0
Maruti Vitara Brezza,2015,96810,119366,Petrol,Individual,Manual,First Owner,20.56 kmpl,1470 CC,76.9 bhp,110Nm@ 1500rpm,6.0
Mahindra XUV300,2007,48451,217081,Petrol,Individual,Manual,First Owner,19.88 kmpl,1736 CC,115.5 bhp,160Nm@ 2000rpm,7.0
Mahindra Scorpio,2018,194401,78234,Petrol,Individual,Automatic,Second Owner,17.48 kmpl,1552 CC,117.3 bhp,191Nm@ 1500rpm,5.0
Maruti Ertiga,2012,107387,102484,Diesel,Individual,Automatic,First Owner,21.45 kmpl,1822 CC,78.9 bhp,114Nm@ 2500rpm,8.0
Toyota Glanza,2014,114731,133093,CNG,Individual,Manual,First Owner,17.46 kmpl,1558 CC,89.6 bhp,122Nm@ 2000rpm,6.0
Maruti Vitara Brezza,2014,106390,133475,Petrol,Individual,Automatic,Second Owner,18.57 kmpl,1652 CC,113.2 bhp,161Nm@ 4000rpm,4.0
Maruti Baleno,2020,205719,10980,Petrol,Individual,Manual,First Owner,21.18 kmpl,1192 CC,72.7 bhp,107Nm@ 2200rpm,7.0
Renault Kwid,2015,74588,100518,Petrol,Individual,Manual,First Owner,22.08 kmpl,1023 CC,49.7 bhp,79Nm@ 2200rpm,8.0
Toyota Etios,2013,136959,136928,Petrol,Individual,Automatic,First Owner,17.36 kmpl,1546 CC,107.0 bhp,163Nm@ 3000rpm,7.0
Honda WR-V,2014,152658,122179,Petrol,Individual,Automatic,Second Owner,15.12 kmpl,1824 CC,124.0 bhp,168Nm@ 4000rpm,4.0
Honda Civic,2017,189690,97865,Diesel,Dealer,Manual,Second Owner,21.63 kmpl,1562 CC,92.1 bhp,130Nm@ 2000rpm,7.0
Hyundai Venue,2015,130291,86918,Diesel,Individual,Manual,First Owner,21.36 kmpl,1477 CC,99.0 bhp,158Nm@ 3000rpm,6.0
Mercedes-Benz GLA,2014,361383,104684,Petrol,Individual,Automatic,Third Owner,14.24 kmpl,2184 CC,131.0 bhp,196Nm@ 2500rpm,5.0
Maruti Vitara Brezza,2014,80418,126633,Petrol,Individual,Manual,Third Owner,15.67 kmpl,1835 CC,119.4 bhp,171Nm@ 4000rpm,6.0
Honda Civic,2010,67834,143508,Diesel,Individual,Manual,Second Owner,21.17 kmpl,1417 CC,95.1 bhp,122Nm@ 4000rpm,4.0
Maruti Baleno,2014,106638,98388,Petrol,Individual,Manual,First Owner,20.9 kmpl,1409 CC,78.3 bhp,90Nm@ 4000rpm,7.0
Maruti Vitara Brezza,2012,74663,144147,Petrol,Dealer,Manual,Second Owner,21.12 kmpl,1348 CC,90.2 bhp,127Nm@ 3000rpm,7.0
Volkswagen Vento,2017,259903,66743,Diesel,Dealer,Manual,First Owner,21.18 kmpl,1653 CC,111.1 bhp,,5.0
Hyundai i20,2018,229804,77072,Petrol,Individual,Automatic,First Owner,18.82 kmpl,1398 CC,109.4 bhp,168Nm@ 4000rpm,5.0
Audi Q3,2016,452463,73312,CNG,Individual,Manual,Second Owner,12.97 kmpl,2442 CC,146.5 bhp,187Nm@ 2500rpm,8.0
Tata Nexon,2008,48650,192560,Diesel,Individual,Manual,Second Owner,22.53 kmpl,1204 CC,81.2 bhp,114Nm@ 1500rpm,4.0
Hyundai Grand i10,2013,107511,119136,Diesel,Dealer,Manual,Second Owner,21.71 kmpl,1497 CC,87.8 bhp,113Nm@ 4000rpm,5.0
Honda Amaze,2008,50106,163370,Diesel,Individual,Manual,First Owner,22.71 kmpl,1258 CC,82.9 bhp,137Nm@ 3000rpm,5.0
Honda City,2018,216583,61086,Diesel,Dealer,Manual,First Owner,18.87 kmpl,1660 CC,94.3 bhp,142Nm@ 2000rpm,6.0
Honda Civic,2013,105646,132904,Diesel,Individual,Manual,First Owner,23.1 kmpl,1392 CC,92.8 bhp,139Nm@ 2000rpm,5.0
Tata Nexon,2021,196521,39951,Diesel,Individual,Manual,First Owner,21.25 kmpl,1446 CC,98.3 bhp,159Nm@ 2200rpm,6.0
Mercedes-Benz GLA,2014,340384,106977,Diesel,Individual,Manual,Second Owner,17.89 kmpl,1961 CC,115.5 bhp,175Nm@ 2500rpm,7.0
Toyota Glanza,2013,166180,117287,Petrol,Trustmark Dealer,Automatic,Second Owner,19.37 kmpl,1206 CC,80.0 bhp,111Nm@ 4000rpm,5.0
Mercedes-Benz E-Class,2009,210015,161169,Diesel,Individual,Manual,Second Owner,18.84 kmpl,2172 CC,125.2 bhp,169Nm@ 2000rpm,6.0
Renault Triber,2013,74934,140551,Diesel,Individual,Manual,First Owner,23.59 kmpl,1222 CC,70.2 bhp,104Nm@ 1750rpm,6.0
Ford Endeavour,2014,114265,94051,Diesel,Individual,Manual,First Owner,23.65 kmpl,1358 CC,72.4 bhp,94Nm@ 3000rpm,5.0
Tata Altroz,2019,160577,59496,Diesel,Individual,Manual,Third Owner,23.25 kmpl,1638 CC,110.3 bhp,171Nm@ 2200rpm,6.0
Tata Altroz,2011,62471,154499,Petrol,Individual,Manual,Second Owner,19.5 kmpl,1179 CC,85.7 bhp,129Nm@ 1750rpm,4.0
Tata Altroz,2015,160751,111392,Diesel,Individual,Automatic,First Owner,17.91 kmpl,1817 CC,115.3 bhp,184Nm@ 2200rpm,7.0
Renault Kwid,2018,131914,56085,Diesel,Individual,Manual,Second Owner,21.05 kmpl,1416 CC,108.2 bhp,151Nm@ 3000rpm,7.0
Maruti Vitara Brezza,2020,197187,50248,Petrol,Individual,Manual,Second Owner,19.69 kmpl,1776 CC,110.1 bhp,199Nm@ 1750rpm,5.0
Tata Altroz,2015,120037,147116,Diesel,Individual,Automatic,First Owner,21.78 kmpl,1696 CC,92.6 bhp,138Nm@ 3000rpm,7.0
Maruti Ertiga,2018,132416,49914,Diesel,Individual,Manual,First Owner,24.78 kmpl,846 CC,56.7 bhp,79Nm@ 3000rpm,5.0
Hyundai Verna,2019,251105,56017,Petrol,Dealer,Manual,First Owner,14.07 kmpl,2181 CC,121.9 bhp,159Nm@ 4000rpm,5.0
Mahindra Scorpio,2013,106077,119206,Diesel,Individual,Manual,First Owner,23.19 kmpl,1383 CC,98.3 bhp,164Nm@ 3000rpm,5.0
Hyundai Grand i10,2013,108983,128344,Petrol,Individual,Automatic,Third Owner,18.36 kmpl,1510 CC,77.5 bhp,115Nm@ 3000rpm,
Ford EcoSport,2020,200651,56448,Petrol,Individual,Manual,First Owner,19.91 kmpl,1315 CC,80.2 bhp,142Nm@ 2200rpm,7.0
Ford Figo,2010,53793,171194,Petrol,Individual,Manual,Second Owner,17.95 kmpl,1757 CC,126.1 bhp,171Nm@ 1750rpm,5.0
Hyundai i20,2011,117763,145688,Diesel,Individual,Automatic,Second Owner,20.59 kmpl,1566 CC,93.5 bhp,171Nm@ 4000rpm,5.0
Tata Harrier,2010,90517,160421,Diesel,Dealer,Automatic,First Owner,19.86 kmpl,1725 CC,99.5 bhp,150Nm@ 3000rpm,5.0
Hyundai i10,2013,136920,93496,Petrol,Individual,Manual,First Owner,19.56 kmpl,1799 CC,132.6 bhp,216Nm@ 1750rpm,7.0
Ford Aspire,2016,142429,78486,Petrol,Dealer,Manual,First Owner,16.88 kmpl,1461 CC,82.7 bhp,137Nm@ 1500rpm,
Honda Amaze,2009,54872,125149,CNG,Dealer,Manual,Second Owner,22.97 kmpl,1175 CC,72.4 bhp,119Nm@ 2500rpm,5.0
Maruti Ertiga,2011,79873,120047,Petrol,Individual,Manual,First Owner,18.62 kmpl,1703 CC,112.0 bhp,168Nm@ 4000rpm,8.0
Hyundai i20,2011,76762,140530,Petrol,Individual,Manual,Second Owner,18.79 kmpl,1739 CC,117.2 bhp,218Nm@ 1750rpm,7.0
Maruti Ertiga,2014,110802,110477,Petrol,Individual,Manual,First Owner,20.73 kmpl,1541 CC,97.5 bhp,147Nm@ 4000rpm,8.0
Tata Tiago,2018,185073,33354,Diesel,Individual,Manual,First Owner,17.83 kmpl,2160 CC,135.4 bhp,225Nm@ 1750rpm,6.0
Mahindra XUV300,2010,57239,161550,Diesel,Individual,Manual,Third Owner,20.76 kmpl,1474 CC,88.8 bhp,115Nm@ 4000rpm,7.0
Hyundai i10,2015,121195,116361,Diesel,Individual,Manual,First Owner,24.19 kmpl,1462 CC,75.8 bhp,118Nm@ 3000rpm,4.0
Mercedes-Benz E-Class,2014,388153,128576,Diesel,Individual,Automatic,First Owner,19.66 kmpl,1979 CC,117.8 bhp,149Nm@ 2000rpm,5.0
Honda City,2006,53102,219334,Diesel,Individual,Manual,First Owner,17.91 kmpl,1839 CC,120.0 bhp,185Nm@ 1500rpm,7.0
Tata Altroz,2017,163526,100892,Petrol,Dealer,Automatic,First Owner,19.85 kmpl,1270 CC,96.0 bhp,132Nm@ 3000rpm,7.0
Mahindra Bolero,2013,91700,147481,Petrol,Individual,Manual,Second Owner,17.74 kmpl,1603 CC,,167Nm@ 3000rpm,7.0
Hyundai Creta,2008,45781,179158,Petrol,Individual,Manual,First Owner,21.68 kmpl,1375 CC,82.5 bhp,119Nm@ 1750rpm,4.0
Maruti Swift,2011,75429,129306,Diesel,Individual,Manual,First Owner,22.93 kmpl,1484 CC,96.0 bhp,151Nm@ 2000rpm,5.0
Maruti Alto,2013,68623,129879,Petrol,Individual,Manual,First Owner,18.73 kmpl,1632 CC,88.7 bhp,128Nm@ 4000rpm,4.0
Mahindra XUV300,2008,64809,164032,Diesel,Individual,Manual,First Owner,21.03 kmpl,1657 CC,103.2 bhp,162Nm@ 2500rpm,4.0
Toyota Etios,2010,96306,130488,Petrol,Individual,Manual,First Owner,18.08 kmpl,1676 CC,128.6 bhp,201Nm@ 2000rpm,7.0
Maruti Baleno,2012,50897,135427,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1228 CC,66.8 bhp,92Nm@ 1750rpm,6.0
Toyota Corolla,2022,378726,53170,Petrol,Individual,Automatic,First Owner,17.8 kmpl,1787 CC,117.2 bhp,138Nm@ 1500rpm,5.0
Honda WR-V,2017,208183,106183,Diesel,Individual,Automatic,First Owner,20.57 kmpl,1526 CC,99.3 bhp,164Nm@ 1500rpm,5.0
Maruti Alto,2013,77390,127820,CNG,Trustmark Dealer,Manual,Second Owner,17.78 kmpl,1909 CC,,203Nm@ 2500rpm,5.0
Toyota Etios,2020,282624,49368,Petrol,Individual,Manual,Second Owner,14.75 kmpl,1864 CC,102.1 bhp,160Nm@ 1500rpm,7.0
Tata Tiago,2011,58746,151341,Petrol,Individual,Manual,First Owner,19.31 kmpl,1434 CC,78.4 bhp,107Nm@ 2200rpm,6.0
Maruti Baleno,2021,238588,41391,Petrol,Dealer,Automatic,Second Owner,17.65 kmpl,1508 CC,84.3 bhp,119Nm@ 2000rpm,4.0
Toyota Etios,2015,138347,131716,Petrol,Individual,Manual,Third Owner,20.0 kmpl,1550 CC,113.1 bhp,179Nm@ 2000rpm,5.0
Maruti Baleno,2018,158131,102182,Diesel,Individual,Manual,First Owner,19.51 kmpl,1793 CC,111.7 bhp,158Nm@ 3000rpm,5.0
Honda Amaze,2014,114535,94349,Diesel,Individual,Manual,Second Owner,17.78 kmpl,1908 CC,130.3 bhp,219Nm@ 2200rpm,5.0
Volkswagen Polo,2015,156437,104911,Diesel,Individual,Manual,First Owner,22.1 kmpl,1519 CC,95.3 bhp,159Nm@ 4000rpm,8.0
Honda Jazz,2013,100170,131267,Petrol,Individual,Manual,First Owner,16.83 kmpl,1696 CC,92.2 bhp,128Nm@ 3000rpm,7.0
Maruti Dzire,2018,157825,84684,Petrol,Individual,Manual,First Owner,19.85 kmpl,1448 CC,113.3 bhp,157Nm@ 3000rpm,7.0
Volkswagen Vento,2009,51390,187432,Petrol,Individual,Manual,Third Owner,18.37 kmpl,1491 CC,93.8 bhp,141Nm@ 1750rpm,5.0
Honda Amaze,2014,143312,114146,Diesel,Individual,Manual,First Owner,23.05 kmpl,1296 CC,62.8 bhp,97Nm@ 4000rpm,8.0
Maruti Ertiga,2006,40000,181421,Petrol,Individual,Manual,First Owner,20.47 kmpl,1241 CC,76.3 bhp,105Nm@ 3000rpm,8.0
Hyundai i20,2016,166178,73987,Diesel,Individual,Manual,First Owner,19.46 kmpl,1553 CC,98.0 bhp,135Nm@ 2200rpm,7.0
Volkswagen Tiguan,2014,112041,116700,Petrol,Individual,Manual,Second Owner,19.6 kmpl,1809 CC,108.6 bhp,160Nm@ 4000rpm,5.0
Tata Tiago,2015,114294,97848,Petrol,Individual,Manual,First Owner,18.37 kmpl,1396 CC,79.1 bhp,97Nm@ 1500rpm,4.0
Mahindra XUV500,2016,149976,79861,Petrol,Dealer,Manual,Second Owner,19.64 kmpl,1411 CC,81.0 bhp,123Nm@ 4000rpm,7.0
Renault Triber,2014,101758,96772,Diesel,Individual,Manual,First Owner,19.55 kmpl,1408 CC,101.0 bhp,131Nm@ 3000rpm,7.0
Mahindra XUV500,2019,264093,49310,Diesel,Individual,Manual,First Owner,23.49 kmpl,1401 CC,85.7 bhp,143Nm@ 1500rpm,7.0
Mahindra XUV300,2022,291048,31982,Petrol,Individual,Manual,First Owner,20.87 kmpl,1344 CC,79.6 bhp,131Nm@ 1750rpm,4.0
Ford Aspire,2007,54402,182211,Petrol,Dealer,Automatic,First Owner,17.84 kmpl,1827 CC,101.4 bhp,137Nm@ 2200rpm,5.0
Toyota Glanza,2017,208948,89883,Petrol,Individual,Manual,First Owner,19.75 kmpl,1631 CC,78.6 bhp,110Nm@ 4000rpm,5.0
Renault Duster,2016,135957,58525,Petrol,Individual,Automatic,First Owner,17.95 kmpl,1669 CC,112.0 bhp,158Nm@ 4000rpm,8.0
Mahindra XUV300,2017,177570,101680,Petrol,Individual,Manual,First Owner,20.09 kmpl,1337 CC,86.3 bhp,126Nm@ 2000rpm,7.0
Maruti Swift,2019,163081,48524,Petrol,Individual,Manual,First Owner,19.27 kmpl,1548 CC,90.7 bhp,134Nm@ 1500rpm,7.0
Maruti Alto,2013,70042,136972,Diesel,Individual,Manual,Second Owner,23.35 kmpl,1244 CC,54.8 bhp,86Nm@ 1500rpm,4.0
Honda Amaze,2013,84776,129453,Diesel,Individual,Manual,Second Owner,19.28 kmpl,1748 CC,108.4 bhp,156Nm@ 2500rpm,6.0
Maruti Dzire,2022,241649,63683,Petrol,Individual,Automatic,Second Owner,20.88 kmpl,1356 CC,103.4 bhp,143Nm@ 2000rpm,5.0
Volkswagen Polo,2020,291536,47856,Petrol,Dealer,Manual,First Owner,19.03 kmpl,1422 CC,83.9 bhp,127Nm@ 1500rpm,5.0
Renault Duster,2015,129236,87643,Petrol,Individual,Automatic,Second Owner,,1495 CC,108.9 bhp,159Nm@ 2200rpm,6.0
Hyundai Grand i10,2019,248430,17061,Diesel,Trustmark Dealer,Manual,First Owner,23.14 kmpl,1513 CC,87.3 bhp,115Nm@ 4000rpm,7.0
Tata Harrier,2015,97026,96278,Petrol,Individual,Manual,Second Owner,18.79 kmpl,1420 CC,96.0 bhp,145Nm@ 2500rpm,5.0
BMW X1,2016,559498,89593,Diesel,Individual,Manual,First Owner,19.91 kmpl,1978 CC,114.3 bhp,180Nm@ 4000rpm,8.0
Audi A4,2020,699461,50151,Diesel,Individual,Manual,First Owner,20.99 kmpl,1982 CC,127.2 bhp,191Nm@ 3000rpm,7.0
Audi A4,2019,621952,100863,Petrol,Individual,Manual,First Owner,9.97 kmpl,2769 CC,161.0 bhp,265Nm@ 2500rpm,4.0
Hyundai Venue,2011,79761,135424,Diesel,Individual,Manual,Second Owner,20.12 kmpl,1695 CC,,121Nm@ 2000rpm,4.0
Ford Figo,2012,106923,133690,Diesel,Individual,Automatic,First Owner,19.96 kmpl,1568 CC,88.4 bhp,144Nm@ 2000rpm,6.0
Hyundai Grand i10,2016,136154,96617,CNG,Individual,Manual,First Owner,18.94 kmpl,1631 CC,81.3 bhp,132Nm@ 1500rpm,6.0
Maruti Wagon R,2016,152552,76423,Petrol,Individual,Automatic,First Owner,21.53 kmpl,1339 CC,74.5 bhp,134Nm@ 1500rpm,7.0
Audi A6,2011,257964,124013,Petrol,Individual,Manual,Second Owner,18.2 kmpl,1887 CC,135.9 bhp,173Nm@ 1500rpm,7.0
Mahindra XUV300,2018,201751,82452,Petrol,Individual,Manual,First Owner,18.32 kmpl,1272 CC,82.1 bhp,124Nm@ 1500rpm,5.0
Tata Safari,2009,52253,181745,Petrol,Individual,Manual,First Owner,21.27 kmpl,1204 CC,66.5 bhp,95Nm@ 2000rpm,5.0
Toyota Etios,2018,227576,76236,Diesel,Individual,Manual,Second Owner,16.68 kmpl,2103 CC,137.9 bhp,213Nm@ 4000rpm,6.0
Hyundai Venue,2013,103927,116366,Diesel,Individual,Manual,First Owner,20.43 kmpl,1678 CC,96.1 bhp,157Nm@ 1500rpm,
Audi A6,2014,401129,111382,Diesel,Individual,Manual,First Owner,16.57 kmpl,2291 CC,170.9 bhp,284Nm@ 1750rpm,4.0
Tata Harrier,2011,71096,154284,Diesel,Dealer,Manual,Second Owner,21.0 kmpl,1610 CC,105.6 bhp,170Nm@ 4000rpm,6.0
Hyundai Grand i10,2008,50065,162156,Petrol,Individual,Manual,First Owner,23.03 kmpl,1021 CC,71.1 bhp,89Nm@ 2000rpm,4.0
Maruti Vitara Brezza,2009,43853,171495,Petrol,Individual,Manual,First Owner,20.49 kmpl,1197 CC,79.2 bhp,110Nm@ 2000rpm,6.0
Hyundai i10,2016,137324,74197,Diesel,Individual,Manual,First Owner,21.57 kmpl,1357 CC,86.4 bhp,140Nm@ 3000rpm,7.0
Tata Altroz,2021,282290,13181,Diesel,Individual,Automatic,Second Owner,21.32 kmpl,1423 CC,98.7 bhp,136Nm@ 1750rpm,7.0
Maruti Baleno,2010,53691,191339,Petrol,Individual,Automatic,First Owner,22.81 kmpl,1330 CC,81.4 bhp,114Nm@ 2000rpm,6.0
Ford Endeavour,2010,76565,176493,Diesel,Individual,Automatic,First Owner,23.58 kmpl,1531 CC,96.1 bhp,144Nm@ 3000rpm,8.0
Hyundai Creta,2016,133330,107148,Petrol,Individual,Manual,Second Owner,16.78 kmpl,1957 CC,126.7 bhp,189Nm@ 2500rpm,7.0
Renault Triber,2018,111939,61006,Petrol,Individual,Manual,Third Owner,22.2 kmpl,1192 CC,69.8 bhp,88Nm@ 4000rpm,7.0
Maruti Baleno,2010,51681,185681,CNG,Trustmark Dealer,Automatic,First Owner,22.37 kmpl,864 CC,57.5 bhp,91Nm@ 2000rpm,8.0
Toyota Innova,2010,101616,162060,Petrol,Individual,Automatic,First Owner,16.79 kmpl,1857 CC,111.3 bhp,154Nm@ 2200rpm,5.0
Volkswagen Tiguan,2015,161506,95067,CNG,Individual,Automatic,Second Owner,14.72 kmpl,1952 CC,99.9 bhp,186Nm@ 1750rpm,7.0
Mahindra Thar,2007,42590,198218,Petrol,Dealer,Manual,Third Owner,18.91 kmpl,1379 CC,83.9 bhp,137Nm@ 1750rpm,7.0
Mahindra Thar,2011,70955,192399,Diesel,Individual,Manual,First Owner,18.47 kmpl,1668 CC,131.1 bhp,188Nm@ 2200rpm,4.0
Maruti Swift,2010,62219,152812,Diesel,Individual,Manual,First Owner,23.12 kmpl,1559 CC,82.8 bhp,130Nm@ 2000rpm,7.0
Tata Nexon,2016,133665,103870,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1447 CC,85.3 bhp,141Nm@ 4000rpm,7.0
Mercedes-Benz GLA,2015,494400,129766,Diesel,Individual,Automatic,Third Owner,16.65 kmpl,2399 CC,152.5 bhp,197Nm@ 2500rpm,6.0
Honda Civic,2019,249963,47685,Petrol,Dealer,Manual,First Owner,17.3 kmpl,1554 CC,95.5 bhp,129Nm@ 1750rpm,7.0
Honda City,2019,178036,77549,Petrol,Individual,Manual,First Owner,18.58 kmpl,1719 CC,104.8 bhp,183Nm@ 2500rpm,6.0
Tata Harrier,2019,220816,35909,Diesel,Individual,Manual,First Owner,20.95 kmpl,1486 CC,90.9 bhp,144Nm@ 4000rpm,5.0
